"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","FDR","condition"
"B cell","DCTC","Ccl5","Ccr1",0.00151516530687434,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","DCTC","Ccl5","Ccr1",0.000149392395670822,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl5","Ccr1",0.000118842328329856,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","DCTC","Ccl5","Ccr1",0.000199472693302245,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","DCTC","Ccl5","Ccr1",1.95718041520335e-05,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","DCTC","Ccl5","Ccr1",0.000115326709315035,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","DCTC","Ccl5","Ccr1",6.52600669912231e-06,0.02,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"NK cell","DCTC","Ccl5","Ccr1",0.000562924521034267,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","DCTC","Ccl5","Ccr1",5.68644196627468e-06,0.02,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"PTC-2","DCTC","Ccl5","Ccr1",8.69908014019696e-05,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","DCTC","Ccl5","Ccr1",4.09545221948569e-06,0.02,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"VEC","DCTC","Ccl5","Ccr1",4.08251644633314e-05,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Macrophage","Ccl5","Ccr1",0.0661833381780363,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Macrophage","Ccl5","Ccr1",0.00693013485071372,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl5","Ccr1",0.00552060989860924,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Macrophage","Ccl5","Ccr1",0.00923231109599872,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl5","Ccr1",0.000913294929186064,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl5","Ccr1",0.00535815435793166,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Macrophage","Ccl5","Ccr1",0.000304709855175907,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Macrophage","Ccl5","Ccr1",0.025632214742328,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Macrophage","Ccl5","Ccr1",0.000265519399487576,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl5","Ccr1",0.00404686318442931,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","Macrophage","Ccl5","Ccr1",0.00019124455674305,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","Macrophage","Ccl5","Ccr1",0.00190321055382363,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Neutrophil","Ccl5","Ccr1",0.177253460309527,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Neutrophil","Ccl5","Ccr1",0.0207724214922401,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Neutrophil","Ccl5","Ccr1",0.0165945504293391,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Neutrophil","Ccl5","Ccr1",0.0275454280612007,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Neutrophil","Ccl5","Ccr1",0.00277104993706121,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Neutrophil","Ccl5","Ccr1",0.0161115003952628,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Neutrophil","Ccl5","Ccr1",0.000925674416893045,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Neutrophil","Ccl5","Ccr1",0.0740448370274342,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-1","Neutrophil","Ccl5","Ccr1",0.000806682647240528,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Neutrophil","Ccl5","Ccr1",0.0122008440755133,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-3","Neutrophil","Ccl5","Ccr1",0.000581113958427579,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"VEC","Neutrophil","Ccl5","Ccr1",0.00576296158377257,0,"CCL5_CCR1","Ccl5  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","DCTC","Ccl3","Ccr1",0.000373082407609887,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","DCTC","Ccl3","Ccr1",1.57856356039848e-05,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","DCTC","Ccl3","Ccr1",0.000159495210927234,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","DCTC","Ccl3","Ccr1",2.00168618986186e-05,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","DCTC","Ccl3","Ccr1",0.000295477539117805,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","DCTC","Ccl3","Ccr1",2.03668523178255e-06,0.02,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0.0202933673469388,"Control"
"Neutrophil","DCTC","Ccl3","Ccr1",5.83532888872668e-05,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","DCTC","Ccl3","Ccr1",3.41063331928014e-05,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","DCTC","Ccl3","Ccr1",8.00170334240012e-06,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Macrophage","Ccl3","Ccr1",0.0171328709877294,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Macrophage","Ccl3","Ccr1",0.000736745262545622,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Macrophage","Ccl3","Ccr1",0.00739540068443287,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Macrophage","Ccl3","Ccr1",0.000934044035853173,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Macrophage","Ccl3","Ccr1",0.0136165504189616,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Macrophage","Ccl3","Ccr1",9.51156530144783e-05,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Macrophage","Ccl3","Ccr1",0.00271817298775832,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Macrophage","Ccl3","Ccr1",0.00159047579254216,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Macrophage","Ccl3","Ccr1",0.000373587338893019,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"B cell","Neutrophil","Ccl3","Ccr1",0.0503214966503266,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"CDPC","Neutrophil","Ccl3","Ccr1",0.00223618018063095,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"DCTC","Neutrophil","Ccl3","Ccr1",0.0221462869628646,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Fibroblast","Neutrophil","Ccl3","Ccr1",0.00283388557967222,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Macrophage","Neutrophil","Ccl3","Ccr1",0.0402727028055555,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Medullary cell","Neutrophil","Ccl3","Ccr1",0.000289074212031597,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"Neutrophil","Neutrophil","Ccl3","Ccr1",0.00821707821079118,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"NK cell","Neutrophil","Ccl3","Ccr1",0.00481905638050651,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
"PTC-2","Neutrophil","Ccl3","Ccr1",0.0011347571708522,0,"CCL3_CCR1","Ccl3  - Ccr1","CCL","Secreted Signaling","KEGG: mmu04060",0,"Control"
